				stand	atp1	atp2	atp3	p1tp2	p1tp3	p2tp3
線	小孩子	蝴蝶	風箏	0.476	0.316	0.304	0.342	0.108	0.164	0.213
小孩子	高飛	高空	風箏	0.474	0.304	0.449	0.307	0.118	0.243	0.226
風	遊玩	蝴蝶	風箏	0.471	0.391	0.316	0.342	0.202	0.221	0.154
線	草原	玩具	風箏	0.471	0.316	0.287	0.354	0.17	0.117	0.199
公園	高空	童年	風箏	0.466	0.375	0.307	0.271	0.195	0.169	0.123
小孩	風	蝴蝶	風箏	0.466	0.259	0.391	0.342	0.066	0.239	0.221
線	蝴蝶	飛揚	風箏	0.463	0.316	0.342	0.32	0.164	0.178	0.172
小孩	蝴蝶	飛揚	風箏	0.463	0.259	0.342	0.32	0.239	0.048	0.172
線	高空	蝴蝶	風箏	0.462	0.316	0.307	0.342	0.12	0.164	0.218
遊玩	蝴蝶	飛揚	風箏	0.461	0.316	0.342	0.32	0.154	0.191	0.172
快樂	高空	蝴蝶	風箏	0.459	0.349	0.307	0.342	0.099	0.222	0.218
高空	蝴蝶	飛揚	風箏	0.457	0.307	0.342	0.32	0.218	0.123	0.172
線	小孩子	高空	風箏	0.456	0.316	0.304	0.307	0.108	0.12	0.243
風	童年	蝴蝶	風箏	0.445	0.391	0.271	0.342	0.103	0.221	0.234
高飛	高空	遊玩	風箏	0.445	0.449	0.307	0.316	0.226	0.198	0.203
風	高空	遊玩	風箏	0.443	0.391	0.307	0.316	0.166	0.202	0.203
小孩子	蝴蝶	飛揚	風箏	0.439	0.304	0.342	0.32	0.213	0.141	0.172
斷線	遊玩	飛揚	風箏	0.437	0.485	0.316	0.32	0.247	0.246	0.191
風	高空	蝴蝶	風箏	0.435	0.391	0.307	0.342	0.166	0.221	0.218
童年	飛機	蝴蝶	風箏	0.434	0.271	0.451	0.342	0.168	0.234	0.228
小孩子	飛機	蝴蝶	風箏	0.433	0.304	0.451	0.342	0.222	0.213	0.228
草原	玩具	飛揚	風箏	0.431	0.287	0.354	0.32	0.199	0.213	0.119
線	童年	飛揚	風箏	0.429	0.316	0.271	0.32	0.148	0.178	0.152
天空	小孩	風	風箏	0.428	0.293	0.259	0.391	0.229	0.219	0.066
高空	遊玩	飛揚	風箏	0.426	0.307	0.316	0.32	0.203	0.123	0.191
小孩子	高空	飛揚	風箏	0.424	0.304	0.307	0.32	0.243	0.141	0.123
小孩子	藍天	蝴蝶	風箏	0.424	0.304	0.368	0.342	0.139	0.213	0.237
小孩	線	小鳥	風箏	0.423	0.259	0.316	0.443	0.137	0.239	0.218
草原	快樂	玩具	風箏	0.412	0.287	0.349	0.354	0.157	0.199	0.222
遊玩	藍天	蝴蝶	風箏	0.412	0.316	0.368	0.342	0.223	0.154	0.237
公園	玩具	高空	風箏	0.409	0.375	0.354	0.307	0.241	0.195	0.191
小孩	線	高空	風箏	0.397	0.259	0.316	0.307	0.137	0.229	0.12
小孩	快樂	高空	風箏	0.396	0.259	0.349	0.307	0.192	0.229	0.099
公園	高空	蝴蝶	風箏	0.393	0.375	0.307	0.342	0.195	0.217	0.218
高空	遊玩	蝴蝶	風箏	0.389	0.307	0.316	0.342	0.203	0.218	0.154
小孩	藍天	蝴蝶	風箏	0.388	0.259	0.368	0.342	0.106	0.239	0.237
線	童年	蝴蝶	風箏	0.382	0.316	0.271	0.342	0.148	0.164	0.234
小孩	線	蝴蝶	風箏	0.377	0.259	0.316	0.342	0.137	0.239	0.164
天空	風	遊玩	風箏	0.376	0.293	0.391	0.316	0.219	0.203	0.202
童年	蝴蝶	飛揚	風箏	0.375	0.271	0.342	0.32	0.234	0.152	0.172
小孩子	快樂	高空	風箏	0.372	0.304	0.349	0.307	0.246	0.243	0.099
公園	童年	蝴蝶	風箏	0.367	0.375	0.271	0.342	0.169	0.217	0.234
線	草原	飛揚	風箏	0.362	0.316	0.287	0.32	0.17	0.178	0.213
公園	小孩子	蝴蝶	風箏	0.361	0.375	0.304	0.342	0.228	0.217	0.213
天空	公園	玩具	風箏	0.355	0.293	0.375	0.354	0.238	0.189	0.241
天空	小孩	線	風箏	0.352	0.293	0.259	0.316	0.229	0.15	0.137
高空	童年	蝴蝶	風箏	0.344	0.307	0.271	0.342	0.123	0.218	0.234
小孩	飛機	蝴蝶	風箏	0.343	0.259	0.451	0.342	0.243	0.239	0.228
公園	小孩子	高空	風箏	0.319	0.375	0.304	0.307	0.228	0.195	0.243
小孩子	快樂	蝴蝶	風箏	0.313	0.304	0.349	0.342	0.246	0.213	0.222
小孩	小鳥	高空	風箏	0.304	0.259	0.443	0.307	0.239	0.229	0.237
小孩	快樂	蝴蝶	風箏	0.297	0.259	0.349	0.342	0.192	0.239	0.222
童年	藍天	蝴蝶	風箏	0.291	0.271	0.368	0.342	0.219	0.234	0.237
小孩	公園	蝴蝶	風箏	0.288	0.259	0.375	0.342	0.232	0.239	0.217
小孩	公園	高空	風箏	0.285	0.259	0.375	0.307	0.232	0.229	0.195
小孩子	高空	蝴蝶	風箏	0.279	0.304	0.307	0.342	0.243	0.213	0.218
天空	小孩	公園	風箏	0.229	0.293	0.259	0.375	0.229	0.238	0.232
小孩	高空	蝴蝶	風箏	0.222	0.259	0.307	0.342	0.229	0.239	0.218
