				stand	atp1	atp2	atp3	p1tp2	p1tp3	p2tp3
工具	報告	螢幕	電腦	0.549	0.272	0.3	0.449	0.155	0.115	0.202
資訊	打字	電動	電腦	0.547	0.336	0.468	0.301	0.118	0.239	0.2
先進	病毒	當機	電腦	0.545	0.339	0.413	0.336	0.172	0.161	0.211
資訊	磁片	當機	電腦	0.541	0.336	0.315	0.336	0.118	0.164	0.164
網路	先進	磁片	電腦	0.541	0.444	0.339	0.315	0.233	0.184	0.14
電動	印表機	病毒	電腦	0.54	0.301	0.456	0.413	0.217	0.187	0.225
網路	先進	滑鼠	電腦	0.536	0.444	0.339	0.356	0.233	0.228	0.142
打字	麻煩	磁片	電腦	0.536	0.468	0.293	0.315	0.184	0.243	0.113
作業	病毒	當機	電腦	0.533	0.364	0.413	0.336	0.127	0.242	0.211
打字	作業	磁片	電腦	0.533	0.468	0.364	0.315	0.201	0.243	0.169
打字	電動	當機	電腦	0.53	0.468	0.301	0.336	0.2	0.208	0.167
動畫	麻煩	磁片	電腦	0.53	0.443	0.293	0.315	0.225	0.183	0.113
科技	作業	磁片	電腦	0.529	0.348	0.364	0.315	0.124	0.203	0.169
網路	病毒	報告	電腦	0.528	0.444	0.413	0.3	0.233	0.235	0.161
先進	動畫	磁片	電腦	0.528	0.339	0.443	0.315	0.246	0.14	0.183
資訊	病毒	當機	電腦	0.528	0.336	0.413	0.336	0.182	0.164	0.211
作業	光碟	當機	電腦	0.528	0.364	0.34	0.336	0.147	0.242	0.123
人腦	電動	光碟	電腦	0.528	0.492	0.301	0.34	0.232	0.167	0.206
先進	磁片	當機	電腦	0.526	0.339	0.315	0.336	0.14	0.161	0.164
網路	電動	病毒	電腦	0.525	0.444	0.301	0.413	0.213	0.233	0.187
光碟	報告	當機	電腦	0.523	0.34	0.3	0.336	0.104	0.123	0.226
電動	滑鼠	當機	電腦	0.52	0.301	0.356	0.336	0.164	0.167	0.142
資訊	作業	印表機	電腦	0.52	0.336	0.364	0.456	0.246	0.203	0.188
資訊	光碟	當機	電腦	0.517	0.336	0.34	0.336	0.207	0.164	0.123
打字	作業	當機	電腦	0.517	0.468	0.364	0.336	0.201	0.208	0.242
工具	印表機	報告	電腦	0.513	0.272	0.456	0.3	0.225	0.155	0.136
工具	麻煩	螢幕	電腦	0.511	0.272	0.293	0.449	0.196	0.115	0.192
工具	印表機	動畫	電腦	0.51	0.272	0.456	0.443	0.225	0.234	0.203
打字	電動	麻煩	電腦	0.504	0.468	0.301	0.293	0.2	0.184	0.174
打字	磁片	當機	電腦	0.504	0.468	0.315	0.336	0.243	0.208	0.164
磁片	報告	當機	電腦	0.503	0.315	0.3	0.336	0.058	0.164	0.226
科技	動畫	磁片	電腦	0.501	0.348	0.443	0.315	0.218	0.203	0.183
網路	電動	滑鼠	電腦	0.496	0.444	0.301	0.356	0.213	0.228	0.164
電動	滑鼠	麻煩	電腦	0.496	0.301	0.356	0.293	0.164	0.174	0.117
先進	程式	當機	電腦	0.493	0.339	0.321	0.336	0.143	0.161	0.2
電動	麻煩	螢幕	電腦	0.488	0.301	0.293	0.449	0.174	0.189	0.192
電動	病毒	當機	電腦	0.484	0.301	0.413	0.336	0.187	0.167	0.211
資訊	程式	當機	電腦	0.483	0.336	0.321	0.336	0.146	0.164	0.2
資訊	作業	磁片	電腦	0.481	0.336	0.364	0.315	0.246	0.118	0.169
電動	光碟	當機	電腦	0.48	0.301	0.34	0.336	0.206	0.167	0.123
網路	電動	磁片	電腦	0.475	0.444	0.301	0.315	0.213	0.184	0.188
電動	病毒	麻煩	電腦	0.464	0.301	0.413	0.293	0.187	0.174	0.182
資訊	人腦	電動	電腦	0.463	0.336	0.492	0.301	0.195	0.239	0.232
電動	印表機	麻煩	電腦	0.455	0.301	0.456	0.293	0.217	0.174	0.205
軟體	先進	當機	電腦	0.453	0.429	0.339	0.336	0.243	0.248	0.161
打字	電動	磁片	電腦	0.452	0.468	0.301	0.315	0.2	0.243	0.188
工具	滑鼠	當機	電腦	0.451	0.272	0.356	0.336	0.246	0.124	0.142
先進	工具	當機	電腦	0.451	0.339	0.272	0.336	0.211	0.161	0.124
病毒	報告	當機	電腦	0.451	0.413	0.3	0.336	0.161	0.211	0.226
資訊	電動	滑鼠	電腦	0.45	0.336	0.301	0.356	0.239	0.139	0.164
科技	打字	磁片	電腦	0.448	0.348	0.468	0.315	0.236	0.203	0.243
電動	麻煩	光碟	電腦	0.443	0.301	0.293	0.34	0.174	0.206	0.11
資訊	軟體	當機	電腦	0.442	0.336	0.429	0.336	0.246	0.164	0.248
資訊	電動	病毒	電腦	0.441	0.336	0.301	0.413	0.239	0.182	0.187
作業	磁片	當機	電腦	0.44	0.364	0.315	0.336	0.169	0.242	0.164
工具	磁片	報告	電腦	0.44	0.272	0.315	0.3	0.234	0.155	0.058
資訊	作業	光碟	電腦	0.44	0.336	0.364	0.34	0.246	0.207	0.147
資訊	電動	印表機	電腦	0.434	0.336	0.301	0.456	0.239	0.203	0.217
電動	麻煩	磁片	電腦	0.434	0.301	0.293	0.315	0.174	0.188	0.113
電動	磁片	當機	電腦	0.432	0.301	0.315	0.336	0.188	0.167	0.164
先進	工具	印表機	電腦	0.429	0.339	0.272	0.456	0.211	0.202	0.225
網路	工具	報告	電腦	0.428	0.444	0.272	0.3	0.198	0.235	0.155
資訊	電動	螢幕	電腦	0.422	0.336	0.301	0.449	0.239	0.235	0.189
網路	工具	磁片	電腦	0.415	0.444	0.272	0.315	0.198	0.184	0.234
資訊	程式	作業	電腦	0.414	0.336	0.321	0.364	0.146	0.246	0.215
網路	先進	工具	電腦	0.413	0.444	0.339	0.272	0.233	0.198	0.211
資訊	電動	磁片	電腦	0.405	0.336	0.301	0.315	0.239	0.118	0.188
資訊	電動	當機	電腦	0.402	0.336	0.301	0.336	0.239	0.164	0.167
工具	報告	當機	電腦	0.402	0.272	0.3	0.336	0.155	0.124	0.226
工具	磁片	當機	電腦	0.401	0.272	0.315	0.336	0.234	0.124	0.164
程式	報告	當機	電腦	0.4	0.321	0.3	0.336	0.131	0.2	0.226
網路	工具	滑鼠	電腦	0.4	0.444	0.272	0.356	0.198	0.228	0.246
工具	印表機	麻煩	電腦	0.396	0.272	0.456	0.293	0.225	0.196	0.205
資訊	作業	當機	電腦	0.384	0.336	0.364	0.336	0.246	0.164	0.242
工具	動畫	磁片	電腦	0.379	0.272	0.443	0.315	0.234	0.234	0.183
先進	工具	滑鼠	電腦	0.368	0.339	0.272	0.356	0.211	0.142	0.246
程式	作業	當機	電腦	0.363	0.321	0.364	0.336	0.215	0.2	0.242
先進	工具	動畫	電腦	0.363	0.339	0.272	0.443	0.211	0.246	0.234
工具	滑鼠	麻煩	電腦	0.363	0.272	0.356	0.293	0.246	0.196	0.117
工具	動畫	麻煩	電腦	0.354	0.272	0.443	0.293	0.234	0.196	0.225
先進	工具	磁片	電腦	0.341	0.339	0.272	0.315	0.211	0.14	0.234
工具	麻煩	磁片	電腦	0.337	0.272	0.293	0.315	0.196	0.234	0.113
資訊	電動	光碟	電腦	0.324	0.336	0.301	0.34	0.239	0.207	0.206
