				stand	atp1	atp2	atp3	p1tp2	p1tp3	p2tp3
心理	衣服	曲線	身體	0.521	0.369	0.298	0.364	0.222	0.094	0.193
曲線	洗澡	愛惜	身體	0.517	0.364	0.289	0.396	0.094	0.19	0.247
曲線	自我	愛惜	身體	0.514	0.364	0.282	0.396	0.147	0.19	0.19
衣服	曲線	頭腦	身體	0.514	0.298	0.364	0.424	0.193	0.151	0.227
曲線	身高	接觸	身體	0.513	0.364	0.344	0.35	0.178	0.249	0.117
衣服	人	結構	身體	0.512	0.298	0.276	0.356	0.242	0.109	0.067
洗澡	身高	運動	身體	0.511	0.289	0.344	0.439	0.241	0.232	0.088
曲線	自己	接觸	身體	0.509	0.364	0.383	0.35	0.159	0.249	0.179
曲線	洗澡	自我	身體	0.509	0.364	0.289	0.282	0.094	0.147	0.185
四肢	心理	結構	身體	0.508	0.45	0.369	0.356	0.231	0.187	0.248
曲線	人	接觸	身體	0.506	0.364	0.276	0.35	0.096	0.249	0.139
身高	自我	頭腦	身體	0.506	0.344	0.282	0.424	0.213	0.093	0.238
器官	人	結構	身體	0.501	0.425	0.276	0.356	0.244	0.244	0.067
器官	手腳	人	身體	0.497	0.425	0.454	0.276	0.189	0.244	0.224
心理	衣服	愛惜	身體	0.496	0.369	0.298	0.396	0.222	0.104	0.239
衣服	頭腦	愛惜	身體	0.495	0.298	0.424	0.396	0.151	0.239	0.232
身高	自我	愛惜	身體	0.494	0.344	0.282	0.396	0.213	0.125	0.19
洗澡	自己	運動	身體	0.493	0.289	0.383	0.439	0.239	0.232	0.146
器官	人	運動	身體	0.492	0.425	0.276	0.439	0.244	0.235	0.169
曲線	接觸	自我	身體	0.49	0.364	0.35	0.282	0.249	0.147	0.11
衣服	接觸	自我	身體	0.49	0.298	0.35	0.282	0.128	0.202	0.11
身高	結構	自我	身體	0.484	0.344	0.356	0.282	0.087	0.213	0.198
曲線	洗澡	身高	身體	0.483	0.364	0.289	0.344	0.094	0.178	0.241
心理	衣服	頭腦	身體	0.48	0.369	0.298	0.424	0.222	0.237	0.151
洗澡	結構	愛惜	身體	0.478	0.289	0.356	0.396	0.092	0.247	0.223
衣服	結構	愛惜	身體	0.478	0.298	0.356	0.396	0.109	0.239	0.223
洗澡	人	愛惜	身體	0.475	0.289	0.276	0.396	0.19	0.247	0.048
手腳	人	接觸	身體	0.469	0.454	0.276	0.35	0.224	0.247	0.139
心理	人	接觸	身體	0.462	0.369	0.276	0.35	0.249	0.144	0.139
器官	人	頭腦	身體	0.461	0.425	0.276	0.424	0.244	0.219	0.201
曲線	自我	頭腦	身體	0.457	0.364	0.282	0.424	0.147	0.227	0.238
心理	人	運動	身體	0.457	0.369	0.276	0.439	0.249	0.209	0.169
心理	手腳	人	身體	0.455	0.369	0.454	0.276	0.17	0.249	0.224
洗澡	頭腦	愛惜	身體	0.455	0.289	0.424	0.396	0.174	0.247	0.232
心理	衣服	運動	身體	0.454	0.369	0.298	0.439	0.222	0.209	0.221
洗澡	結構	自我	身體	0.452	0.289	0.356	0.282	0.092	0.185	0.198
曲線	身高	自我	身體	0.451	0.364	0.344	0.282	0.178	0.147	0.213
手腳	洗澡	身高	身體	0.449	0.454	0.289	0.344	0.238	0.159	0.241
心理	衣服	結構	身體	0.444	0.369	0.298	0.356	0.222	0.248	0.109
衣服	曲線	接觸	身體	0.442	0.298	0.364	0.35	0.193	0.128	0.249
自我	頭腦	愛惜	身體	0.441	0.282	0.424	0.396	0.238	0.19	0.232
衣服	人	愛惜	身體	0.441	0.298	0.276	0.396	0.242	0.239	0.048
心理	人	結構	身體	0.437	0.369	0.276	0.356	0.249	0.248	0.067
衣服	曲線	愛惜	身體	0.435	0.298	0.364	0.396	0.193	0.239	0.19
洗澡	人類	身高	身體	0.43	0.289	0.467	0.344	0.186	0.241	0.243
衣服	結構	自我	身體	0.427	0.298	0.356	0.282	0.109	0.202	0.198
手腳	洗澡	自我	身體	0.426	0.454	0.289	0.282	0.238	0.176	0.185
洗澡	人	頭腦	身體	0.424	0.289	0.276	0.424	0.19	0.174	0.201
結構	自我	愛惜	身體	0.423	0.356	0.282	0.396	0.198	0.223	0.19
洗澡	身高	愛惜	身體	0.416	0.289	0.344	0.396	0.241	0.247	0.125
衣服	人	接觸	身體	0.415	0.298	0.276	0.35	0.242	0.128	0.139
曲線	洗澡	接觸	身體	0.415	0.364	0.289	0.35	0.094	0.249	0.245
洗澡	人	運動	身體	0.413	0.289	0.276	0.439	0.19	0.232	0.169
衣服	自我	頭腦	身體	0.412	0.298	0.282	0.424	0.202	0.151	0.238
四肢	心理	人	身體	0.411	0.45	0.369	0.276	0.231	0.203	0.249
衣服	曲線	人	身體	0.407	0.298	0.364	0.276	0.193	0.242	0.096
衣服	人	頭腦	身體	0.405	0.298	0.276	0.424	0.242	0.151	0.201
衣服	曲線	自我	身體	0.402	0.298	0.364	0.282	0.193	0.202	0.147
洗澡	自我	頭腦	身體	0.398	0.289	0.282	0.424	0.185	0.174	0.238
衣服	人	運動	身體	0.382	0.298	0.276	0.439	0.242	0.221	0.169
洗澡	接觸	自我	身體	0.382	0.289	0.35	0.282	0.245	0.185	0.11
心理	人	頭腦	身體	0.382	0.369	0.276	0.424	0.249	0.237	0.201
洗澡	身高	接觸	身體	0.381	0.289	0.344	0.35	0.241	0.245	0.117
衣服	運動	自我	身體	0.375	0.298	0.439	0.282	0.221	0.202	0.222
洗澡	運動	自我	身體	0.371	0.289	0.439	0.282	0.232	0.185	0.222
手腳	洗澡	人	身體	0.366	0.454	0.289	0.276	0.238	0.224	0.19
手腳	洗澡	接觸	身體	0.362	0.454	0.289	0.35	0.238	0.247	0.245
洗澡	自己	接觸	身體	0.359	0.289	0.383	0.35	0.239	0.245	0.179
洗澡	自我	愛惜	身體	0.345	0.289	0.282	0.396	0.185	0.247	0.19
衣服	自我	愛惜	身體	0.344	0.298	0.282	0.396	0.202	0.239	0.19
洗澡	人	接觸	身體	0.341	0.289	0.276	0.35	0.19	0.245	0.139
洗澡	身高	自我	身體	0.277	0.289	0.344	0.282	0.241	0.185	0.213
心理	衣服	人	身體	0.23	0.369	0.298	0.276	0.222	0.249	0.242
