				stand	atp1	atp2	atp3	p1tp2	p1tp3	p2tp3
公司	桌椅	遷離	搬家	0.513	0.409	0.306	0.298	0.238	0.171	0.092
遷移	工人	整理	搬家	0.512	0.367	0.303	0.292	0.118	0.23	0.103
麻煩	房子	遷離	搬家	0.511	0.266	0.462	0.298	0.139	0.152	0.224
卡車	房子	遷離	搬家	0.509	0.256	0.462	0.298	0.203	0.081	0.224
工人	整理	遷離	搬家	0.508	0.303	0.292	0.298	0.103	0.158	0.124
卡車	轉學	新屋	搬家	0.507	0.256	0.397	0.371	0.154	0.174	0.189
辛苦	桌椅	移民	搬家	0.506	0.303	0.306	0.4	0.184	0.125	0.193
卡車	遷居	新屋	搬家	0.504	0.256	0.418	0.371	0.157	0.174	0.21
傢俱	遷移	整理	搬家	0.504	0.446	0.367	0.292	0.16	0.212	0.23
辛苦	桌椅	新屋	搬家	0.502	0.303	0.306	0.371	0.184	0.13	0.164
卡車	房子	整理	搬家	0.502	0.256	0.462	0.292	0.203	0.08	0.226
遷徙	整理	房屋	搬家	0.497	0.383	0.292	0.376	0.132	0.221	0.202
麻煩	工人	整理	搬家	0.496	0.266	0.303	0.292	0.074	0.189	0.103
麻煩	整理	房屋	搬家	0.495	0.266	0.292	0.376	0.189	0.048	0.202
卡車	遷徙	新屋	搬家	0.491	0.256	0.383	0.371	0.196	0.174	0.149
遷徙	整理	桌椅	搬家	0.488	0.383	0.292	0.306	0.132	0.115	0.246
公司	整理	遷居	搬家	0.488	0.409	0.292	0.418	0.228	0.21	0.193
貨車	遷居	新屋	搬家	0.488	0.291	0.418	0.371	0.163	0.22	0.21
麻煩	整理	移民	搬家	0.487	0.266	0.292	0.4	0.189	0.103	0.18
麻煩	公司	遷居	搬家	0.487	0.266	0.409	0.418	0.165	0.232	0.21
遷移	房子	整理	搬家	0.486	0.367	0.462	0.292	0.179	0.23	0.226
麻煩	公司	遷離	搬家	0.486	0.266	0.409	0.298	0.165	0.152	0.171
卡車	桌椅	遷離	搬家	0.483	0.256	0.306	0.298	0.203	0.081	0.092
遷移	貨車	新屋	搬家	0.483	0.367	0.291	0.371	0.217	0.108	0.22
麻煩	工人	遷離	搬家	0.483	0.266	0.303	0.298	0.074	0.152	0.158
麻煩	公司	桌椅	搬家	0.48	0.266	0.409	0.306	0.165	0.098	0.238
遷移	辛苦	車子	搬家	0.48	0.367	0.303	0.285	0.121	0.22	0.134
房子	整理	遷離	搬家	0.479	0.462	0.292	0.298	0.226	0.224	0.124
卡車	房子	遷徙	搬家	0.477	0.256	0.462	0.383	0.203	0.196	0.226
公司	整理	遷離	搬家	0.477	0.409	0.292	0.298	0.228	0.171	0.124
車子	整理	遷離	搬家	0.476	0.285	0.292	0.298	0.129	0.145	0.124
整理	轉學	新屋	搬家	0.475	0.292	0.397	0.371	0.155	0.241	0.189
桌椅	新屋	遷離	搬家	0.475	0.306	0.371	0.298	0.164	0.092	0.244
整理	遷居	房屋	搬家	0.474	0.292	0.418	0.376	0.193	0.202	0.217
公司	桌椅	新屋	搬家	0.473	0.409	0.306	0.371	0.238	0.211	0.164
麻煩	新屋	遷離	搬家	0.47	0.266	0.371	0.298	0.068	0.152	0.244
貨車	桌椅	遷離	搬家	0.47	0.291	0.306	0.298	0.23	0.103	0.092
麻煩	房子	整理	搬家	0.467	0.266	0.462	0.292	0.139	0.189	0.226
車子	整理	遷居	搬家	0.462	0.285	0.292	0.418	0.129	0.211	0.193
工人	車子	整理	搬家	0.459	0.303	0.285	0.292	0.189	0.103	0.129
工人	車子	遷居	搬家	0.459	0.303	0.285	0.418	0.189	0.148	0.211
車子	整理	移民	搬家	0.458	0.285	0.292	0.4	0.129	0.21	0.18
貨車	整理	轉學	搬家	0.458	0.291	0.292	0.397	0.13	0.238	0.155
貨車	桌椅	轉學	搬家	0.456	0.291	0.306	0.397	0.23	0.238	0.07
卡車	遷移	桌椅	搬家	0.455	0.256	0.367	0.306	0.178	0.203	0.091
公司	車子	遷居	搬家	0.452	0.409	0.285	0.418	0.239	0.21	0.211
公司	新屋	遷離	搬家	0.452	0.409	0.371	0.298	0.211	0.171	0.244
麻煩	傢俱	整理	搬家	0.451	0.266	0.446	0.292	0.153	0.189	0.212
遷移	整理	新屋	搬家	0.451	0.367	0.292	0.371	0.23	0.108	0.241
